date_posted,age,county,religion,tweet_text
13/03/2017,30,Wicklow,Catholic,hard credit listen feel like cry poor people pay severe price policy provisional sinn fein
02/11/2020,36,Waterford,Catholic,think head sinn féin majority time think
24/12/2022,40,Westmeath,Protestant,nolsb mikenesbittni sinn fein sectarian treatment unionist start jews nazi germany sinn fein plan eradicate trace unionist identity
26/04/2017,31,Clare,Other,vótáil sinn feín
03/09/2013,54,Clare,Catholic,"sinn fein ira condemn dup interview reckless stunt walk away executive 
 ball ask hypocritical consider   year concession return"
14/06/2021,65,Dublin,Protestant,el histórico ascenso del sinn féin remueve el tablero político irlandés   internacional
19/01/2018,43,Dublin,Catholic,justifiably argue sinn fein irish language act chance issue resolve party protocol different tory voter ultimately care unilaterally suspend protocol
06/07/2020,55,Kildare,Atheist,bbcjaynemcc moneillsf sinn fein not boycott stormont   year legislation not fast track
06/08/2020,61,Westmeath,Protestant,great interview michelle oneill bbcnewsline issue brexit dup not care cross community support stormont sinnfein dup
17/04/2020,44,Kerry,Protestant,actually pathetic like exam answer wing   plus   reason dup pull executive   run idea nd bullet point revert type blame sinn fein rosebushe 🤔 dupout
08/05/2018,48,Carlow,Atheist,"urs turloug   green energy electricity available 

 cut carbon tax lot lowno pay € grant propose labour 

 target need instead populist like sinn fein"
21/08/2014,29,Donegal,Catholic,rosdub planet sinn fein tax exile people flip burger pay water income taxis
09/11/2017,42,Limerick,Catholic,wellesleydow mrrcain   fucking percent say turmoil north dup certainly sinnfein play dup push   fail state depth
09/06/2019,32,Derry,Catholic,"btriagain ageingbull labour nama create thank bank guarantee sinn fein vote labour vote 

 sinn fein explicitly sign welfare set power   transfer tory veto choose use"
31/07/2022,42,Fermanagh,Catholic,mikenesbittni sinn fein block funding queen platinum jubilee share power seek eradicate identity like say jews share power nazi
16/02/2016,40,Down,Catholic,denboy columeastwood southern elite denigrate eviscerate hume sinn féin
15/09/2015,55,Laois,Protestant,sinn fein   ira scum scum scum forevermore
18/12/2014,64,Limerick,Protestant,michelle oneill health minister   sinn fein collapse assembly bit rich concerned health boycott stormont   year
18/02/2015,47,Waterford,Atheist,"robbiebutlermla uuponline robinswannmoh sinn fein 
 give response question"
19/12/2018,36,Limerick,Catholic,johnfinucane sinn fein sectarian triumphalism mean refuse share power equal choice sinn fein block funding unionist seek celebrate queens platinum jubilee
11/06/2014,28,Kildare,Atheist,eurobriefe dup walk election produce sinn féin minister accept protocol intend ensure continuation open border uk govt know sign need respect international law
19/11/2013,21,Monaghan,Catholic,naomilong sinn fein dup show time time progress ni
09/08/2021,20,Kerry,Protestant,sarahludford eu want way want uk enforce protocol ni whilst partition ni uk sinn fein get way
12/06/2022,20,Mayo,Protestant,deepdarkfishe mrrcain dup sinn fein   major party decade
27/07/2022,47,Carlow,Catholic,talkloyalism staceygraham sinn fein sectarian triumphalism result block funding unionist seek celebrate queens platinum jubilee stay government will not share power equal instead try eradicate identity culture
03/09/2021,55,Tipperary,Protestant,robbiebutlermla uuponline robinswannmoh include sinn fein genuine question
30/10/2017,39,Clare,Protestant,"btriagain ageingbull labour nama big disposal vulture fund deal sinn fein get wheel move 

 sinn fein singe   welfare set power transfer tory block 

 people smash windscreen insult free zone"
02/09/2021,48,Limerick,Catholic,"📺 sinn féin spokesperson housing eobroin minister housing darragh obrien debate onair time evening 

 rteprimetime  
 pm rteone 

 watch   rtept"
03/10/2021,45,Kilkenny,Protestant,campbellclaret mean like blair co mislead public wm sell sinn feinira keep quiet
22/12/2017,48,Kildare,Protestant,borisconsome amrakunj today dup irish unity sinn fein   doand final nail union coffin election refuse form executive big partyand big time sulk
07/03/2022,45,Fermanagh,Protestant,beltel fact brink nationalist majority bother nearly third kid join p year ni nationalist section population sinn fein big party supply minister   ni election   month time
22/02/2015,52,Derry,Protestant,gtmag fergusodowd worth remember thing fine gael fianna fáil   year ago ira political wing sinn féin today sf claim actually party descend fgff claim
21/09/2020,48,Monaghan,Protestant,listen dup amp sinnfein rtenew
09/03/2017,41,Mayo,Catholic,pity journalist not hold sinnfeinpira account
17/02/2013,41,Offaly,Catholic,deptinfra nicholamallon dcsdcouncil ps sinn fein different ve wait decade uni motorway modern rail infrastructure party outline kind political plan force minister investment derry need
19/11/2017,27,Tipperary,Protestant,"después de solo   mese en el cargo paul givan dimite como primer ministro de irlanda del norte en protesta por el protocolo brexit 
 la viceprimera ministra del sinn fein michelle oneill es automáticamente destituida según las reglas del acuerdo del vierne santo"
09/03/2017,40,Monaghan,Other,deepdarkfishe mrrcain calm kermit wee joke seriousness sinn fein brass neck collapse assembly not single fuck consequence threaten june
28/08/2017,38,Limerick,Protestant,"sinn féin eye hike employer social insurance pension age 
"
02/04/2020,38,Waterford,Protestant,gbnews sinn fein ira ecstatic panel pure irish republican
22/06/2018,30,Wicklow,Catholic,dup leader sir jeffrey donaldson sinn féin president mary lou mcdonald call snap election stormont believe time people northern ireland
18/02/2018,61,Down,Protestant,"shamble government ni literally spend time argue orange green issue 

 hopefully time pay absolutely job 

 dup sinnfein"
17/09/2013,31,Waterford,Protestant,maryloumcdonald listen news speak lot sense dup vote sinnfeinn need hit road run election mode hopefully deliver sinn fein minister bring republican nationalist 👊
17/11/2020,59,Galway,Protestant,different reason northern ireland lead minister resign plunge devolve government stormont turmoil year powershare sinn féin restore result snap election
01/10/2018,54,Tyrone,Catholic,"sinn fein   

 meat loaf proud"
07/10/2020,62,Sligo,Protestant,stephenfarrymp day disappear case announce maybe ask mate martina proud time ira bomber bury denigrate dup will not force mate sinn fein pony hypocrisy collusion m sure
11/09/2020,51,Monaghan,Other,joedotie angry volatile man sinn féin
09/01/2021,20,Cavan,Protestant,"beattiedoug legitimate political party ni want unfettered access sm 

 economic benefit people ni huge sectarianism cancer sinn féin"
24/07/2015,57,Cavan,Catholic,camposdezafiro think miss point fact sinn fein continually preach respect culture   refuse allow tree plant stormont centenary acknowledge queen achievement etc pure hypocrisy sf
14/03/2020,62,Cork,Catholic,"northern ireland protocol paul givan resign minister protest northern ireland protocol 
 sinn fein deputy minister michelle oneill automatically oust rule good friday agreement 

"
04/06/2021,62,Kilkenny,Protestant,sinnfein dupidiot
01/04/2014,60,Offaly,Protestant,"btriagain labour   promise well public service 

 sinn fein fffg promise tax cut 

 sinn fein new ff   slab murphy add extra dose sleaze"
29/09/2020,22,Monaghan,Atheist,columeastwood s historically far quote sensible party sinn fein lite
02/07/2021,32,Louth,Other,politicorak leonaoneill sinn fein collapse irish language act
10/05/2021,36,Down,Catholic,"btriagain ageingbull labour welfare set power explicitly surrender sinn fein 

 get big vulture fund cerebrus deal ireland 

 martin mcguinness 

 not lecture victim ordeal insulting mob smash windscreen"
17/08/2020,65,Galway,Atheist,"bbcnew support ni protocol disgraceful mouth piece sinn fein proeu politic 
 uk vote leave eu time 
 defundthebbc long fit purpose 👍"
20/04/2019,65,Limerick,Protestant,utvnew scrape barrel comment arch sinn fein supporter allison morris fail attack unionism peter shirlow dig
14/12/2014,41,Westmeath,Protestant,naomilong afraid sinn fein minister
01/07/2014,21,Meath,Catholic,"update confirmation minister quit midnight 

 clear lead opinion poll sinn fein call early election 

 plan cease brexit check draw warning germany ireland eu commission"
28/08/2014,51,Monaghan,Protestant,"dup make sinn fein look reasonable 
 achievement"
17/05/2018,48,Dublin,Protestant,tell dup sinn fein
27/11/2017,19,Sligo,Protestant,paul givan quit minister northern ireland paulgivan dup sinnfein johnsonout nolan bbcnews northernireland
02/05/2016,27,Cavan,Catholic,dippermc sectarian triumphalism sinn fein try eradicate trace unionist identity go tolerate sinn fein will not share power equal will not executive
03/04/2015,36,Longford,Catholic,johncarnduff sjamcbride sinn fein poll   regardless stunt
10/06/2016,25,Armagh,Catholic,finnymcg sammymorrison party defend paedohile pira sinn fein flood paedophile rank 🤦 ‍ ♂ ️ 😳
16/04/2017,42,Kerry,Protestant,nordirischer regierungschef givan m streit um brexitregeln zurückgetreten agrarminister poot beide probritische dup hatte gestern die grenzkontrollen zwischen der provinz und dem rest großbritannien gestoppt koalitionspartner proirische sinn fein hatte das kritisiert
28/07/2021,39,Tyrone,Protestant,"delargy urge well access drive test derry 
 sinn féin mla pádraig delargy call driving test derry cut waiting time learner ensure travel centre north   derry"
31/01/2013,31,Cork,Catholic,"btriagain vote base manifesto vote politician sign ve see 

 sinn fein   promise abolish tax increase stop spending cut govt ireland end like greece"
04/09/2018,36,Cork,Protestant,"carlgardner itvpeston brandonlewi m big admit m wrong not sinn fein 

"
22/06/2017,57,Dublin,Catholic,naomilong mr donaldson spell sinn féin correctly   ignorant stupid ignorant offensive
23/02/2019,50,Armagh,Catholic,paulgivan resign politic fit job give sinnfein sdlp alliance party cart blanch hammer unionist united ireland poverty line suffer party
17/06/2014,28,Monaghan,Protestant,"btriagain ageingbull labour nonsense sinn fein tell voter d hand tory welfare set power 

 sinn fein tell voter homelessness control sinn fein government"
24/01/2014,23,Waterford,Catholic,grantsana happen sinn féin big party s majority unionist party
16/12/2015,31,Cork,Atheist,duponline state sinn fein grow hard border want cost thousand job millionaire party weatlhy society
28/11/2016,21,Tyrone,Catholic,catharinehoey sinn fein sectarian block funding unionist mark queens platinum jubilee call partner government will not share power equal choice
16/06/2022,27,Monaghan,Catholic,carlalockhart yes sinn fein guilty party jeopardise health service ni protocol result brexit party support
03/03/2016,28,Westmeath,Protestant,carlalockhart sinn fein uk sinn fein eire speak
08/09/2018,19,Limerick,Catholic,moneillsf say sinn fein dup finish north people
27/04/2022,50,Limerick,Other,marialaoise democratically change party sinn féin operate historical society
17/02/2013,51,Sligo,Catholic,westbelfastuprg bbcevex sinn fein block funding celebrate queen jubilee stay partnership people sectarian
01/07/2018,18,Galway,Atheist,dmcbfs contrary case   sinn fein vote increase substantially result debacle   anger wide nationalist community palpable tonight s huge turnout ensure michelle oneill get fm position
11/01/2018,60,Waterford,Protestant,"btriagain ageingbull labour manifesto unlike   create labour handful go solo run 

 contrast sinn fein   promise usc abolition spending cut 

 sinn fein promise tax cut spending hike"
08/11/2015,28,Limerick,Protestant,make britain great day   stormont plunge chaos northern ireland minister resign brexit border check dup decision condemn sinn fein ulster unionist party brexitreality  
